change_request_id,sprint_id,sprint_name,release_id,work_item_id,work_item_name,work_item_level,item_type,story_points,priority,request_date,days_into_sprint,sprint_progress_pct,original_estimate_hours,rework_hours,actual_hours,base_effort_hours,impacted_effort_hours,remaining_capacity_hours,caused_spillover,delay_days_caused,delay_severity,complexity_score,predicted_risk_proxy,sprint_task_load,team_capacity_hours,team_headcount,base_remaining_capacity_hours,utilisation_factor,timing_penalty,priority_multiplier,recommendation
CR_008386,58,Sprint 6 - Yangtze - Release X+2,REL_X+2,7688,Email Verification,Business Story,Business Story,10,Critical,2024-02-24,4,40.0,59,6,62,62,168.5,46.8,1,40.9,Severe,10,9.3,3.0,320,8,192.0,0.7561908482957678,1.28,1.2,Split scope or escalate
CR_008387,1760,Sprint 18 - Yenisei - Release X+10,REL_X+10,518,Transaction history,User Story,User Story,5,Medium,2026-01-01,1,10.0,23,2,24,24,21.3,101.3,0,0.0,On Time,5,3.8,2.0,360,9,324.0,0.6873900480550728,1.07,0.6,Accept in current sprint
CR_008388,343,Sprint 5 - Waikato - Release X+3,REL_X+3,172,QA Android,Task,Task,1,Low,2024-04-24,4,40.0,4,1,4,4,1.7,19.4,0,0.0,On Time,1,4.8,4.0,120,3,72.0,0.7311699869390635,1.28,0.3,Accept in current sprint
CR_008389,631,Sprint 7 - Amazon - Release X+5,REL_X+5,6400,Send email,User Story,User Story,5,Low,2024-10-02,5,50.0,32,5,34,34,19.1,33.4,0,0.0,On Time,5,7.8,6.0,240,6,120.0,0.72126442730529,1.35,0.3,Accept in current sprint
CR_008390,1453,Sprint 23 - Congo - Release X+8,REL_X+8,7515,QA iOS,Task,Task,1,Critical,2025-10-09,7,70.0,7,2,7,7,13.5,15.9,1,0.0,On Time,1,7.8,4.553734061930784,160,4,48.00000000000001,0.6682679655641596,1.49,1.2,Split scope or escalate
CR_008391,1076,Sprint 10 - Nile - Release X+7,REL_X+7,5778,Update Card,Business Story,Business Story,13,High,2025-03-19,3,30.0,56,9,57,57,124.1,75.8,1,18.2,Moderate,13,9.8,6.0,280,7,196.0,0.6132530648671581,1.21,0.9,Split scope or escalate
CR_008392,595,Sprint 23 - Ganga - Release X+4,REL_X+4,2401,QA Testing,Task,Task,1,Low,2024-12-29,3,30.0,6,1,7,7,2.7,54.6,0,0.0,On Time,1,3.8,3.0,200,5,140.0,0.6097528353385692,1.21,0.3,Accept in current sprint
CR_008393,45,Sprint 19 - Nile - Release X+2,REL_X+2,7299,iOS UI implementation,Task,Task,1,Medium,2024-07-04,5,50.0,6,0,6,6,5.2,46.0,0,0.0,On Time,1,5.8,7.0,280,7,140.0,0.6711485542891634,1.35,0.6,Accept in current sprint
CR_008394,568,Sprint 22 - Waikato - Release X+4,REL_X+4,1326,Android development task -1,Task,Task,2,Low,2024-12-20,4,40.0,12,2,12,12,5.3,27.5,0,0.0,On Time,2,5.3,5.0,120,3,72.0,0.618552808948384,1.28,0.3,Accept in current sprint
CR_008395,1245,Sprint 23 - Congo - Release X+7,REL_X+7,4526,Review transfer,User Story,User Story,5,Medium,2025-07-29,5,50.0,26,2,26,26,29.2,18.1,1,6.2,Moderate,5,7.8,2.0,160,4,80.0,0.7731874796201471,1.35,0.6,Split scope or escalate
CR_008396,800,Sprint 20 - Ganga - Release X+5,REL_X+5,3640,Android UI implementation,Task,Task,1,Medium,2025-02-05,1,10.0,7,0,7,7,4.8,69.3,0,0.0,On Time,1,1.8,4.553734061930784,200,5,180.0,0.6151753259553051,1.07,0.6,Accept in current sprint
CR_008397,1271,Sprint 23 - Amazon - Release X+8,REL_X+8,2696,Back end development task -2,Task,Task,3,Medium,2025-10-07,5,50.0,17,0,17,17,16.9,26.0,0,0.0,On Time,3,6.8,4.553734061930784,240,6,120.0,0.7836429173102549,1.35,0.6,Accept in current sprint
CR_008398,737,Sprint 9 - Mississippi - Release X+5,REL_X+5,7835,Display Card Menu,User Story,User Story,5,Critical,2024-10-24,7,70.0,35,9,40,40,99.0,28.9,1,21.1,Severe,5,9.8,4.553734061930784,400,10,120.00000000000001,0.7594610674299483,1.49,1.2,Split scope or escalate
CR_008399,1820,Sprint 26 - Waikato - Release X+10,REL_X+10,4089,iOS UI implementation,Task,Task,1,High,2026-03-30,9,90.0,5,0,5,5,7.9,2.4,1,4.3,Minor,1,9.8,4.553734061930784,120,3,11.999999999999996,0.7978126194464983,1.63,0.9,Defer to next sprint
CR_008400,770,Sprint 16 - Waikato - Release X+5,REL_X+5,6016,Send email,User Story,User Story,5,Medium,2025-01-01,6,60.0,32,7,38,38,44.8,16.5,1,28.1,Severe,5,8.8,2.0,120,3,48.0,0.6556350770975977,1.42,0.6,Split scope or escalate
CR_008401,79,Sprint 1 - Yenisei - Release X+2,REL_X+2,2799,iOS development task 1,Task,Task,1,Critical,2024-01-05,4,40.0,5,0,5,5,8.3,79.8,0,0.0,On Time,1,4.8,4.553734061930784,360,9,216.0,0.630751984381581,1.28,1.2,Accept in current sprint
CR_008402,1741,Sprint 25 - Yangtze - Release X+10,REL_X+10,4388,Back end development task -2,Task,Task,1,Medium,2026-03-20,9,90.0,5,1,6,6,6.3,9.4,0,0.0,On Time,1,9.8,4.553734061930784,320,8,31.999999999999993,0.7068153204377993,1.63,0.6,Accept in current sprint
CR_008403,1675,Sprint 11 - Amazon - Release X+10,REL_X+10,3046,Payment Callback,Business Story,Business Story,9,Medium,2025-10-31,9,90.0,36,10,44,44,72.8,4.8,1,45.0,Critical,9,13.8,4.553734061930784,240,6,23.999999999999993,0.799545032315431,1.63,0.6,Defer to next sprint
CR_008404,1271,Sprint 23 - Amazon - Release X+8,REL_X+8,5377,Back end development task -2,Task,Task,1,Medium,2025-10-09,7,70.0,4,1,5,5,4.8,23.7,0,0.0,On Time,1,7.8,4.553734061930784,240,6,72.00000000000001,0.6708073614829383,1.49,0.6,Accept in current sprint
CR_008405,1868,Sprint 22 - Congo - Release X+10,REL_X+10,4637,Back end development task -1,Task,Task,1,Critical,2026-02-17,8,80.0,4,1,4,4,8.1,11.3,0,0.0,On Time,1,8.8,4.553734061930784,160,4,31.999999999999993,0.6482871061149579,1.56,1.2,Accept in current sprint
CR_008406,906,Sprint 22 - Yangtze - Release X+6,REL_X+6,2591,Payment Form,User Story,User Story,5,Critical,2025-05-14,9,90.0,24,0,24,24,65.0,9.4,1,23.2,Severe,5,11.8,8.0,320,8,31.999999999999993,0.7053018844646072,1.63,1.2,Defer to next sprint
CR_008407,395,Sprint 5 - Congo - Release X+3,REL_X+3,34,QA iOS,Task,Task,1,High,2024-04-22,2,20.0,4,0,4,4,4.4,32.4,0,0.0,On Time,1,2.8,7.0,160,4,128.0,0.7468154890086203,1.14,0.9,Accept in current sprint
CR_008408,489,Sprint 21 - Yangtze - Release X+4,REL_X+4,4283,iOS UI implementation,Task,Task,1,Critical,2024-12-09,3,30.0,4,0,4,4,6.3,67.7,0,0.0,On Time,1,3.8,8.0,320,8,224.0,0.6979171767346093,1.21,1.2,Accept in current sprint
CR_008409,1811,Sprint 17 - Waikato - Release X+10,REL_X+10,3726,Backend API development,Task,Task,1,Critical,2025-12-27,6,60.0,5,1,5,5,9.2,12.6,0,0.0,On Time,1,6.8,4.553734061930784,120,3,48.0,0.7375205048120785,1.42,1.2,Accept in current sprint
CR_008410,1566,Sprint 6 - Mississippi - Release X+9,REL_X+9,5034,QA iOS,Task,Task,3,Medium,2025-06-26,2,20.0,16,2,18,18,15.2,111.4,0,0.0,On Time,3,3.8,1.0,400,10,320.0,0.6519219476580387,1.14,0.6,Accept in current sprint
CR_008411,689,Sprint 13 - Yangtze - Release X+5,REL_X+5,5182,Environment setup,Task,Task,1,Low,2024-11-29,3,30.0,6,1,6,6,2.3,83.6,0,0.0,On Time,1,3.8,4.0,320,8,224.0,0.6268158552418618,1.21,0.3,Accept in current sprint
CR_008412,292,Sprint 6 - Yenisei - Release X+3,REL_X+3,6654,QA Android,Task,Task,1,Low,2024-05-08,8,80.0,6,0,6,6,3.0,15.5,0,0.0,On Time,1,8.8,2.0,360,9,71.99999999999999,0.7846083838870491,1.56,0.3,Accept in current sprint
CR_008413,1220,Sprint 24 - Ganga - Release X+7,REL_X+7,7055,View Cards,Business Story,Business Story,12,High,2025-08-04,1,10.0,64,1,65,65,120.4,57.9,1,32.8,Severe,12,7.3,6.0,200,5,180.0,0.6784668616184221,1.07,0.9,Split scope or escalate
CR_008414,1774,Sprint 6 - Mississippi - Release X+10,REL_X+10,385,QA iOS,Task,Task,2,Low,2025-09-09,7,70.0,9,2,9,9,4.6,30.8,0,0.0,On Time,2,8.3,4.0,400,10,120.00000000000001,0.742967028254121,1.49,0.3,Accept in current sprint
CR_008415,852,Sprint 20 - Amazon - Release X+6,REL_X+6,7791,Backend API development,Task,Task,1,Critical,2025-04-18,3,30.0,7,0,7,7,10.9,60.7,0,0.0,On Time,1,3.8,6.0,240,6,168.0,0.6387390739577636,1.21,1.2,Accept in current sprint
CR_008416,285,Sprint 25 - Yangtze - Release X+3,REL_X+3,1372,Payment Form,User Story,User Story,5,Low,2024-11-14,8,80.0,21,1,21,21,13.6,13.8,1,0.0,On Time,5,10.8,2.0,320,8,63.999999999999986,0.7842474877449978,1.56,0.3,Defer to next sprint
CR_008417,1480,Sprint 24 - Amazon - Release X+9,REL_X+9,4140,iOS UI implementation,Task,Task,3,High,2025-12-28,7,70.0,12,1,13,13,21.5,28.2,0,0.0,On Time,3,8.8,9.0,240,6,72.00000000000001,0.6081191308379361,1.49,0.9,Accept in current sprint
CR_008418,1157,Sprint 13 - Mississippi - Release X+7,REL_X+7,325,Back end development task -2,Task,Task,2,Low,2025-04-16,1,10.0,9,2,11,11,4.1,110.8,0,0.0,On Time,2,2.3,4.553734061930784,400,10,360.0,0.6921755709560478,1.07,0.3,Accept in current sprint
CR_008419,330,Sprint 18 - Mississippi - Release X+3,REL_X+3,6389,Display Card Screen,User Story,User Story,5,Low,2024-09-02,5,50.0,22,3,22,22,12.3,48.4,0,0.0,On Time,5,7.8,1.0,400,10,200.0,0.7581589709441672,1.35,0.3,Accept in current sprint
CR_008420,255,Sprint 21 - Nile - Release X+3,REL_X+3,6885,Error Handling,User Story,User Story,6,Critical,2024-09-30,3,30.0,41,10,50,50,106.1,41.1,1,45.0,Critical,6,6.3,4.553734061930784,280,7,196.0,0.7901892509547372,1.21,1.2,Split scope or escalate
CR_008421,1154,Sprint 10 - Mississippi - Release X+7,REL_X+7,7352,QA Testing,Task,Task,2,Low,2025-03-25,9,90.0,8,1,9,9,5.1,8.9,0,0.0,On Time,2,10.3,1.0,400,10,39.99999999999999,0.7768897521472853,1.63,0.3,Accept in current sprint
CR_008422,422,Sprint 6 - Amazon - Release X+4,REL_X+4,2423,Back end development task -1,Task,Task,1,Low,2024-07-13,4,40.0,7,0,7,7,2.9,48.5,0,0.0,On Time,1,4.8,4.553734061930784,240,6,144.0,0.663042596955532,1.28,0.3,Accept in current sprint
CR_008423,1209,Sprint 13 - Ganga - Release X+7,REL_X+7,3064,Payment Confirmation,User Story,User Story,7,Medium,2025-04-20,5,50.0,47,2,48,48,59.8,32.3,1,17.0,Moderate,7,8.8,1.0,200,5,100.0,0.6766361065923744,1.35,0.6,Split scope or escalate
CR_008424,1063,Sprint 23 - Amazon - Release X+7,REL_X+7,4378,Make a transfer,User Story,User Story,7,Medium,2025-07-30,6,60.0,34,7,35,35,45.9,29.2,1,13.4,Moderate,7,9.8,4.553734061930784,240,6,96.0,0.6963264760189944,1.42,0.6,Split scope or escalate
CR_008425,1560,Sprint 26 - Yenisei - Release X+9,REL_X+9,2587,QA Testing,Task,Task,1,Critical,2026-01-13,3,30.0,7,0,7,7,10.9,88.3,0,0.0,On Time,1,3.8,5.0,360,9,251.99999999999997,0.6494971846612164,1.21,1.2,Accept in current sprint
CR_008426,469,Sprint 1 - Yangtze - Release X+4,REL_X+4,2941,QA Testing,Task,Task,1,Medium,2024-05-25,5,50.0,6,1,6,6,5.2,39.7,0,0.0,On Time,1,5.8,5.0,320,8,160.0,0.7516931771696747,1.35,0.6,Accept in current sprint
CR_008427,590,Sprint 18 - Ganga - Release X+4,REL_X+4,6576,Transaction history,User Story,User Story,5,High,2024-11-10,4,40.0,26,7,32,32,51.0,25.7,1,16.8,Moderate,5,6.8,4.553734061930784,200,5,120.0,0.7857936100164721,1.28,0.9,Split scope or escalate
CR_008428,1308,Sprint 8 - Yangtze - Release X+8,REL_X+8,3038,Back end development task -1,Task,Task,2,Medium,2025-05-07,2,20.0,11,0,11,11,8.7,77.1,0,0.0,On Time,2,3.3,1.0,320,8,256.0,0.6987091904814682,1.14,0.6,Accept in current sprint
CR_008429,1353,Sprint 1 - Mississippi - Release X+8,REL_X+8,5630,Android UI implementation,Task,Task,2,High,2025-03-04,8,80.0,12,2,12,12,19.4,24.5,0,0.0,On Time,2,9.3,1.0,400,10,79.99999999999999,0.6942155114406857,1.56,0.9,Accept in current sprint
CR_008430,286,Sprint 26 - Yangtze - Release X+3,REL_X+3,2010,Add Card,Business Story,Business Story,13,Low,2024-11-25,9,90.0,58,13,63,63,61.6,6.8,1,17.0,Moderate,13,15.8,4.553734061930784,320,8,31.999999999999993,0.7884862458991024,1.63,0.3,Defer to next sprint
CR_008431,878,Sprint 20 - Nile - Release X+6,REL_X+6,243,iOS development task 1,Task,Task,3,High,2025-04-20,5,50.0,13,3,13,13,19.4,42.7,0,0.0,On Time,3,6.8,4.553734061930784,280,7,140.0,0.6951094743585833,1.35,0.9,Accept in current sprint
CR_008432,843,Sprint 11 - Amazon - Release X+6,REL_X+6,5063,QA Testing,Task,Task,1,Medium,2025-01-21,6,60.0,6,1,6,6,5.5,32.9,0,0.0,On Time,1,6.8,2.0,240,6,96.0,0.6574734818214611,1.42,0.6,Accept in current sprint
CR_008433,818,Sprint 12 - Congo - Release X+5,REL_X+5,1990,Environment setup,Task,Task,1,Low,2024-11-22,6,60.0,6,1,6,6,2.8,22.5,0,0.0,On Time,1,6.8,3.0,160,4,64.0,0.6489732772788284,1.42,0.3,Accept in current sprint
CR_008434,1345,Sprint 19 - Yenisei - Release X+8,REL_X+8,4586,Back end development task -2,Task,Task,1,Critical,2025-08-31,8,80.0,7,0,7,7,14.1,26.4,0,0.0,On Time,1,8.8,2.0,360,9,71.99999999999999,0.633029825053503,1.56,1.2,Accept in current sprint
CR_008435,1528,Sprint 20 - Yangtze - Release X+9,REL_X+9,5164,Back end development task -1,Task,Task,3,Low,2025-11-16,5,50.0,14,4,14,14,7.0,50.1,0,0.0,On Time,3,6.8,4.553734061930784,320,8,160.0,0.6869933558272526,1.35,0.3,Accept in current sprint
CR_008436,1077,Sprint 11 - Nile - Release X+7,REL_X+7,3015,iOS development task 1,Task,Task,3,Medium,2025-04-03,8,80.0,13,1,14,14,16.1,19.9,1,0.0,On Time,3,9.8,4.0,280,7,55.999999999999986,0.6452544697953204,1.56,0.6,Defer to next sprint
CR_008437,1206,Sprint 10 - Ganga - Release X+7,REL_X+7,7353,iOS UI implementation,Task,Task,2,Low,2025-03-20,4,40.0,13,2,15,15,6.6,32.4,0,0.0,On Time,2,5.3,4.553734061930784,200,5,120.0,0.7300283946514952,1.28,0.3,Accept in current sprint
CR_008438,998,Sprint 10 - Ganga - Release X+6,REL_X+6,2185,Add Card,Business Story,Business Story,13,Medium,2025-01-11,6,60.0,54,5,56,56,95.4,29.2,1,39.9,Severe,13,12.8,3.0,200,5,80.0,0.6344972220352585,1.42,0.6,Split scope or escalate
CR_008439,65,Sprint 13 - Yangtze - Release X+2,REL_X+2,5761,Sign Up,Business Story,Business Story,11,High,2024-05-06,6,60.0,47,13,50,50,118.0,45.6,1,21.8,Severe,11,11.8,5.0,320,8,128.0,0.6435043453355256,1.42,0.9,Split scope or escalate
CR_008440,839,Sprint 7 - Amazon - Release X+6,REL_X+6,4353,Display Card Menu,User Story,User Story,3,Medium,2024-12-10,4,40.0,20,5,21,21,19.8,48.4,0,0.0,On Time,3,5.8,4.553734061930784,240,6,144.0,0.6641929523548945,1.28,0.6,Accept in current sprint
CR_008441,79,Sprint 1 - Yenisei - Release X+2,REL_X+2,4339,QA Android,Task,Task,1,Medium,2024-01-08,7,70.0,7,0,7,7,6.7,23.8,0,0.0,On Time,1,7.8,4.553734061930784,360,9,108.00000000000001,0.7799879296426321,1.49,0.6,Accept in current sprint
CR_008442,1631,Sprint 19 - Ganga - Release X+9,REL_X+9,4035,iOS UI implementation,Task,Task,2,Medium,2025-11-09,8,80.0,12,3,15,15,16.2,15.2,0,0.0,On Time,2,9.3,4.553734061930784,200,5,39.99999999999999,0.621136021022709,1.56,0.6,Accept in current sprint
CR_008443,1468,Sprint 12 - Amazon - Release X+9,REL_X+9,3968,Back end development task -2,Task,Task,1,Medium,2025-08-24,1,10.0,4,0,4,4,2.8,60.2,0,0.0,On Time,1,1.8,5.0,240,6,216.0,0.7213749418450374,1.07,0.6,Accept in current sprint
CR_008444,1582,Sprint 22 - Mississippi - Release X+9,REL_X+9,6708,iOS UI implementation,Task,Task,1,Low,2025-12-09,8,80.0,5,1,6,6,3.0,17.3,0,0.0,On Time,1,8.8,7.0,400,10,79.99999999999999,0.7834766119639935,1.56,0.3,Accept in current sprint
CR_008445,984,Sprint 22 - Waikato - Release X+6,REL_X+6,5895,Update Card,Business Story,Business Story,13,High,2025-05-09,4,40.0,77,15,81,81,186.6,26.5,1,45.0,Critical,13,10.8,7.0,120,3,72.0,0.6319357413268709,1.28,0.9,Split scope or escalate
CR_008446,1813,Sprint 19 - Waikato - Release X+10,REL_X+10,60,QA iOS,Task,Task,1,Medium,2026-01-19,9,90.0,7,1,8,8,8.4,4.5,0,0.0,On Time,1,9.8,2.0,120,3,11.999999999999996,0.6233945318394879,1.63,0.6,Accept in current sprint
CR_008447,1567,Sprint 7 - Mississippi - Release X+9,REL_X+9,623,QA iOS,Task,Task,3,Critical,2025-07-12,8,80.0,21,2,22,22,50.7,24.9,0,0.0,On Time,3,9.8,2.0,400,10,79.99999999999999,0.6891249511869659,1.56,1.2,Accept in current sprint
CR_008448,906,Sprint 22 - Yangtze - Release X+6,REL_X+6,3347,Android development task -1,Task,Task,1,Low,2025-05-07,2,20.0,7,0,7,7,2.6,81.1,0,0.0,On Time,1,2.8,8.0,320,8,256.0,0.6832870075228836,1.14,0.3,Accept in current sprint
CR_008449,156,Sprint 26 - Waikato - Release X+2,REL_X+2,217,iOS development task 1,Task,Task,1,High,2024-09-12,5,50.0,5,0,5,5,6.5,13.7,0,0.0,On Time,1,5.8,4.553734061930784,120,3,60.0,0.7717391624137373,1.35,0.9,Accept in current sprint
CR_008450,9,Sprint 9 - Amazon - Release X+2,REL_X+2,2672,Sign Up,Business Story,Business Story,11,Medium,2024-03-22,1,10.0,69,17,84,84,99.6,63.8,1,13.2,Moderate,11,6.8,1.0,240,6,216.0,0.7044208684172116,1.07,0.6,Split scope or escalate
CR_008451,1827,Sprint 7 - Ganga - Release X+10,REL_X+10,6620,QA Testing,Task,Task,2,Low,2025-09-20,8,80.0,9,0,9,9,4.9,9.0,1,0.0,On Time,2,9.3,5.0,200,5,39.99999999999999,0.773969584166571,1.56,0.3,Defer to next sprint
CR_008452,887,Sprint 3 - Yangtze - Release X+6,REL_X+6,3799,Back end development task -2,Task,Task,3,Medium,2024-11-01,5,50.0,21,2,21,21,20.9,56.9,0,0.0,On Time,3,6.8,3.0,320,8,160.0,0.6441525968617738,1.35,0.6,Accept in current sprint
CR_008453,126,Sprint 22 - Mississippi - Release X+2,REL_X+2,6231,iOS UI implementation,Task,Task,3,Low,2024-08-05,7,70.0,18,5,20,20,11.0,47.4,0,0.0,On Time,3,8.8,3.0,400,10,120.00000000000001,0.6047466308312426,1.49,0.3,Accept in current sprint
CR_008454,1786,Sprint 18 - Mississippi - Release X+10,REL_X+10,3210,QA Testing,Task,Task,1,Low,2026-01-07,7,70.0,6,0,6,6,2.9,47.8,0,0.0,On Time,1,7.8,4.553734061930784,400,10,120.00000000000001,0.6014068118843391,1.49,0.3,Accept in current sprint
CR_008455,1872,Sprint 26 - Congo - Release X+10,REL_X+10,4935,iOS development task 1,Task,Task,3,Medium,2026-03-28,7,70.0,20,6,25,25,27.5,16.1,0,0.0,On Time,3,8.8,1.0,160,4,48.00000000000001,0.6650743507051853,1.49,0.6,Accept in current sprint
CR_008456,97,Sprint 19 - Yenisei - Release X+2,REL_X+2,5122,QA Android,Task,Task,2,Low,2024-07-06,7,70.0,12,1,13,13,6.7,29.1,0,0.0,On Time,2,8.3,13.0,360,9,108.00000000000001,0.730863850271702,1.49,0.3,Accept in current sprint
CR_008457,1512,Sprint 4 - Yangtze - Release X+9,REL_X+9,809,Transaction history,User Story,User Story,5,Low,2025-06-12,8,80.0,33,5,33,33,21.4,16.4,1,1.4,Minor,5,10.8,4.0,320,8,63.999999999999986,0.7436485811132901,1.56,0.3,Defer to next sprint
CR_008458,1101,Sprint 9 - Yangtze - Release X+7,REL_X+7,6738,QA Android,Task,Task,3,Low,2025-03-08,2,20.0,17,3,19,19,8.0,55.5,0,0.0,On Time,3,3.8,4.0,320,8,256.0,0.7831300637819851,1.14,0.3,Accept in current sprint
CR_008459,583,Sprint 11 - Ganga - Release X+4,REL_X+4,3108,QA iOS,Task,Task,1,Medium,2024-08-30,2,20.0,5,0,5,5,3.7,37.9,0,0.0,On Time,1,2.8,6.0,200,5,160.0,0.7631598148772089,1.14,0.6,Accept in current sprint
CR_008460,1208,Sprint 12 - Ganga - Release X+7,REL_X+7,1007,iOS UI implementation,Task,Task,2,Low,2025-04-11,6,60.0,13,0,13,13,6.4,18.0,0,0.0,On Time,2,7.3,3.0,200,5,80.0,0.774732613880117,1.42,0.3,Accept in current sprint
CR_008461,46,Sprint 20 - Nile - Release X+2,REL_X+2,2462,Android UI implementation,Task,Task,1,Low,2024-07-14,5,50.0,4,0,4,4,1.7,48.7,0,0.0,On Time,1,5.8,4.553734061930784,280,7,140.0,0.6520884589932161,1.35,0.3,Accept in current sprint
CR_008462,233,Sprint 25 - Amazon - Release X+3,REL_X+3,6810,Back end development task -2,Task,Task,1,Low,2024-11-12,6,60.0,7,1,7,7,3.2,37.3,0,0.0,On Time,1,6.8,1.0,240,6,96.0,0.6115219958935846,1.42,0.3,Accept in current sprint
CR_008463,1444,Sprint 14 - Congo - Release X+8,REL_X+8,4091,Make a transfer,User Story,User Story,5,High,2025-07-10,6,60.0,21,0,21,21,37.2,19.0,1,10.7,Moderate,5,8.8,4.553734061930784,160,4,64.0,0.7025552085392175,1.42,0.9,Split scope or escalate
CR_008464,370,Sprint 6 - Ganga - Release X+3,REL_X+3,1829,Display Card Screen,User Story,User Story,3,Critical,2024-05-01,1,10.0,15,3,16,16,25.3,57.4,0,0.0,On Time,3,2.8,4.0,200,5,180.0,0.6810822236543865,1.07,1.2,Accept in current sprint
CR_008465,977,Sprint 15 - Waikato - Release X+6,REL_X+6,7037,Payment Confirmation,User Story,User Story,5,High,2025-03-04,8,80.0,32,9,38,38,73.9,8.9,1,45.0,Critical,5,10.8,4.553734061930784,120,3,23.999999999999993,0.6311256864631941,1.56,0.9,Defer to next sprint
CR_008466,1382,Sprint 4 - Waikato - Release X+8,REL_X+8,5550,QA Testing,Task,Task,1,Low,2025-03-30,4,40.0,6,0,6,6,2.5,20.3,0,0.0,On Time,1,4.8,9.0,120,3,72.0,0.718636069895829,1.28,0.3,Accept in current sprint
CR_008467,1201,Sprint 5 - Ganga - Release X+7,REL_X+7,1083,Payment Confirmation,User Story,User Story,5,Critical,2025-01-26,1,10.0,32,3,35,35,62.2,60.5,0,0.0,On Time,5,3.8,4.553734061930784,200,5,180.0,0.6636733936255842,1.07,1.2,Accept in current sprint
CR_008468,1030,Sprint 16 - Congo - Release X+6,REL_X+6,1726,Payment Callback,Business Story,Business Story,9,Medium,2025-03-11,5,50.0,50,7,55,55,75.4,18.8,1,42.2,Severe,9,9.8,4.553734061930784,160,4,80.0,0.7652326293547537,1.35,0.6,Split scope or escalate
CR_008469,1744,Sprint 2 - Yenisei - Release X+10,REL_X+10,4965,Display Card Screen,User Story,User Story,7,Low,2025-07-30,6,60.0,31,4,32,32,21.0,34.7,1,0.0,On Time,7,9.8,4.553734061930784,360,9,144.0,0.7589640631051204,1.42,0.3,Split scope or escalate
CR_008470,658,Sprint 8 - Nile - Release X+5,REL_X+5,2999,Backend API development,Task,Task,2,Medium,2024-10-11,4,40.0,13,1,14,14,12.4,60.5,0,0.0,On Time,2,5.3,4.553734061930784,280,7,168.0,0.6399479640296146,1.28,0.6,Accept in current sprint
CR_008471,1830,Sprint 10 - Ganga - Release X+10,REL_X+10,4312,Display Card Menu,User Story,User Story,5,Critical,2025-10-20,8,80.0,32,5,37,37,95.9,13.0,1,45.0,Critical,5,10.8,8.0,200,5,39.99999999999999,0.6746692680652546,1.56,1.2,Defer to next sprint
CR_008472,199,Sprint 17 - Congo - Release X+2,REL_X+2,3085,View Cards,Business Story,Business Story,12,Medium,2024-06-18,9,90.0,80,22,90,90,169.3,5.7,1,45.0,Critical,12,15.3,4.553734061930784,160,4,15.999999999999996,0.64196892914992,1.63,0.6,Defer to next sprint
CR_008473,756,Sprint 2 - Waikato - Release X+5,REL_X+5,5768,Android development task -1,Task,Task,2,High,2024-08-17,9,90.0,13,1,14,14,23.7,4.4,1,13.8,Moderate,2,10.3,3.0,120,3,11.999999999999996,0.6319972901292067,1.63,0.9,Defer to next sprint
CR_008474,1167,Sprint 23 - Mississippi - Release X+7,REL_X+7,3097,QA iOS,Task,Task,1,Medium,2025-07-31,7,70.0,4,1,4,4,3.9,45.0,0,0.0,On Time,1,7.8,5.0,400,10,120.00000000000001,0.6250764376755203,1.49,0.6,Accept in current sprint
CR_008475,1718,Sprint 2 - Yangtze - Release X+10,REL_X+10,3231,Back end development task -1,Task,Task,1,Low,2025-07-27,3,30.0,6,1,7,7,2.7,64.0,0,0.0,On Time,1,3.8,7.0,320,8,224.0,0.7143048331775695,1.21,0.3,Accept in current sprint
CR_008476,1715,Sprint 25 - Nile - Release X+10,REL_X+10,7917,View Cards,Business Story,Business Story,12,Critical,2026-03-20,9,90.0,81,18,92,92,346.1,6.1,1,45.0,Critical,12,15.3,4.553734061930784,280,7,27.999999999999993,0.7831605175876096,1.63,1.2,Defer to next sprint
CR_008477,1553,Sprint 19 - Yenisei - Release X+9,REL_X+9,5363,Environment setup,Task,Task,2,Medium,2025-11-06,5,50.0,14,2,14,14,13.1,49.9,0,0.0,On Time,2,6.3,4.553734061930784,360,9,180.0,0.7229000842765602,1.35,0.6,Accept in current sprint
CR_008478,331,Sprint 19 - Mississippi - Release X+3,REL_X+3,3265,Payment Validation,Business Story,Business Story,9,Low,2024-09-09,2,20.0,54,12,55,55,31.8,75.0,1,0.0,On Time,9,6.8,7.0,400,10,320.0,0.7656575801613291,1.14,0.3,Split scope or escalate
CR_008479,1592,Sprint 6 - Waikato - Release X+9,REL_X+9,5855,Backend API development,Task,Task,1,Critical,2025-06-25,1,10.0,5,0,5,5,6.9,36.5,0,0.0,On Time,1,1.8,4.553734061930784,120,3,108.0,0.6624508383368567,1.07,1.2,Accept in current sprint
CR_008480,1567,Sprint 7 - Mississippi - Release X+9,REL_X+9,5941,Verify Email,User Story,User Story,8,High,2025-07-13,9,90.0,43,11,46,46,109.0,10.2,1,27.8,Severe,8,13.3,2.0,400,10,39.99999999999999,0.7458325049225646,1.63,0.9,Defer to next sprint
CR_008481,1267,Sprint 19 - Amazon - Release X+8,REL_X+8,505,iOS UI implementation,Task,Task,3,Medium,2025-08-27,4,40.0,15,2,17,17,16.1,44.7,0,0.0,On Time,3,5.8,5.0,240,6,144.0,0.6892468225966057,1.28,0.6,Accept in current sprint
